name,price,capacity,price_per_gb,type,cache,form_factor,interface
Sabrent Rocket 4 Plus G,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PRO,289.99,4000,0.072,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Crucial BX500,61.22,480,0.128,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,129.99,4000,0.032,7200,256,3.5,SATA 6.0 Gb/s
Klevv CRAS C910,34.99,500,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VP4300 Lite,209.99,4000,0.052,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE GA PRO,89.99,1000,0.09,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Samsung 860 Evo,66.13,250,0.265,SSD,512,2.5,SATA 6.0 Gb/s
Western Digital WD Blue,131.51,8000,0.016,5640,256,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,199.99,8000,0.025,7200,256,3.5,SATA 6.0 Gb/s
Corsair MP600 ELITE,84.99,1000,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC3000,329.99,4096,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Desktop HDD,,4000,,5900,64,3.5,SATA 6.0 Gb/s
Timetec 35TTFP6PCIE,32.99,512,0.064,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A60,54.97,1000,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P1,135,1000,0.135,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 9100 PRO w/Heatsink,164.99,1000,0.165,SSD,1024,M.2-2280,M.2 PCIe 5.0 X4
Inland Performance Plus,131.99,2000,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M470 PRO,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44,120.99,2000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda Compute,74.98,4000,0.019,5400,256,3.5,SATA 6.0 Gb/s
Lexar NM710,146.31,2000,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 870 QVO,215,2000,0.107,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X18,429.42,18000,0.024,7200,256,3.5,SATA 6.0 Gb/s
Patriot P310,35.98,480,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston A400,47.71,120,0.398,SSD,,2.5,SATA 6.0 Gb/s
Lexar NQ790,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico Y-20,10.99,128,0.086,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG10 512e,349.99,20000,0.017,7200,512,3.5,SATA 6.0 Gb/s
KingSpec P3,45.99,1000,0.046,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP700 PRO,499.99,4000,0.125,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Leven JPS600,91.99,2000,0.046,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Crucial P2,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar EQ790,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P220,13.49,128,0.105,SSD,,2.5,SATA 6.0 Gb/s
Patriot P310,51.99,960,0.054,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green SN350,104.49,2000,0.052,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4 Plus,119.99,1000,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba DT01ACA100,,1000,,7200,32,3.5,SATA 6.0 Gb/s
Western Digital WD Red Pro,419.79,20000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Kingston KC600,35.49,256,0.139,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 530R,169.99,2000,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston FURY Renegade G5,171.99,1024,0.168,SSD,,M.2-2280,M.2 PCIe 5.0 X4
ADATA SU630,26.61,240,0.111,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 800,119.99,2000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power UD85,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,247.79,8000,0.031,7200,256,3.5,SATA 6.0 Gb/s
Samsung 870 Evo,54.99,250,0.22,SSD,512,2.5,SATA 6.0 Gb/s
Toshiba MG09 512e,275,18000,0.015,7200,512,3.5,SATA 6.0 Gb/s
MSI SPATIUM M450,49.95,500,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_Black SN850X w/Heatsink,309.99,4000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Burst Elite,26.99,480,0.056,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,85.99,2000,0.043,5400,128,2.5,SATA 6.0 Gb/s
Western Digital Green,61.09,1000,0.061,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 860,131.39,2000,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,69.98,1000,0.07,5400,64,3.5,SATA 6.0 Gb/s
Western Digital Blue SA510,64.9,1000,0.065,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue SN570,109.99,500,0.22,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2241,57.99,1000,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico O7000,103.94,2000,0.052,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 960 Evo,87.95,250,0.352,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Patriot P320,23.49,256,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple Pro,499.99,24000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Western Digital Blue SN550,158.97,500,0.318,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700 PRO,139.99,1000,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial P3,318,4000,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,237.45,14000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC520,195,12000,0.016,7200,,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,159.99,2000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SK Hynix Platinum P51,269.99,2000,0.135,SSD,,M.2-2280,M.2 PCIe 5.0 X4
SanDisk SSD PLUS,62.99,1000,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700 PRO SE with Air Cooler,559.99,4000,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP EX2,,16000,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP Cardea A440,128.99,2000,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Vulcan Z,89.99,2000,0.045,SSD,,2.5,SATA 6.0 Gb/s
Patriot P310,25.98,240,0.108,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro NAS,595.37,22000,0.027,7200,512,3.5,SATA 6.0 Gb/s
Corsair MP600 CORE XT,279.99,4000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XG7000,57.99,1000,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T500,72.98,500,0.146,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Pro,239.99,512,0.469,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Acer Predator GM7000,52.99,512,0.103,SSD,512,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S101,15.99,128,0.125,SSD,,2.5,SATA 6.0 Gb/s
Samsung 980 Pro w/Heatsink,235,2000,0.117,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Western Digital AV-GP,40.59,2000,0.02,5400,64,3.5,SATA 6.0 Gb/s
Seagate Exos X18,229.99,14000,0.016,7200,256,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,236.78,10000,0.024,7200,256,3.5,SATA 6.0 Gb/s
Patriot P300,102.99,2000,0.051,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,27.99,240,0.117,SSD,,2.5,SATA 6.0 Gb/s
Patriot Burst Elite,17.48,240,0.073,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM790,629.49,8000,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S500 Pro,39.99,512,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green,52,240,0.217,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 5,339.99,2000,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Silicon Power US75,62.99,1000,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS900,19.98,250,0.08,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 14000,360.54,2000,0.18,SSD,2048,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP MP33 PRO,108.99,2000,0.054,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P400 Lite,26.99,250,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico D10,14.99,128,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,19.98,256,0.078,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN850,119.99,1000,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XF,92.99,2000,0.046,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland QN450,64.98,1000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,329.99,16000,0.021,7200,256,3.5,SATA 6.0 Gb/s
Crucial T500 W/Heatsink,106.31,1000,0.106,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,175,5000,0.035,5400,128,2.5,SATA 6.0 Gb/s
Western Digital WD Green SN3000,44.99,500,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM7000,,4000,,SSD,4096,M.2-2280,M.2 PCIe 4.0 X4
Samsung 870 QVO,340,4000,0.085,SSD,,2.5,SATA 6.0 Gb/s
Kingston A2000,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST500LM021,20,500,0.04,7200,32,2.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE G70 PRO Graphene,74.98,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK,129.99,6000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Blue SA510,239.99,4000,0.06,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN750,115.7,500,0.231,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,80.73,4000,0.02,5400,256,3.5,SATA 3.0 Gb/s
TEAMGROUP T-Force GC PRO,199.99,2000,0.1,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate Enterprise Capacity,134,8000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Patriot P210,93.99,2000,0.047,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X14,250,12000,0.021,7200,256,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD050,18.19,500,0.036,5400,8,2.5,SATA 3.0 Gb/s
Western Digital Black SN770,54.39,250,0.218,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Red Pro,313.41,16000,0.02,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Blue,39.99,1000,0.04,7200,64,3.5,SATA 6.0 Gb/s
TEAMGROUP MP44Q,219.99,4000,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Red Pro,138.99,4000,0.035,7200,256,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 14000,,4000,,SSD,8192,M.2-2280,M.2 PCIe 5.0 X4
Toshiba P300,,1000,,7200,64,3.5,SATA 6.0 Gb/s
Crucial T705 W/Heatsink,219.99,2000,0.11,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate FireCuda,157.99,2000,0.079,,,2.5,SATA 6.0 Gb/s
TEAMGROUP MP44,69.99,1000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 900,79.98,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST500LM000,39,500,0.078,,64,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,189.99,4000,0.047,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM620,69.56,256,0.272,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen5 14000,166.47,1000,0.166,SSD,2048,M.2-2280,M.2 PCIe 5.0 X4
Samsung 860 QVO,109.99,1000,0.11,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP CX2,90.99,2000,0.045,SSD,,2.5,SATA 6.0 Gb/s
Western Digital DC HC530,219.99,14000,0.016,7200,512,3.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,29.49,1000,0.029,5400,8,2.5,SATA 3.0 Gb/s
Samsung 860 Pro,924.99,4000,0.231,SSD,4096,2.5,SATA 6.0 Gb/s
Western Digital WD Blue,59.99,2000,0.03,5400,64,3.5,SATA 6.0 Gb/s
Crucial P2,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 850 Evo,195.99,1000,0.196,SSD,,2.5,SATA 6.0 Gb/s
ADATA MARS 980 BLADE,334.99,4000,0.084,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial T700 W/Heatsink,379.95,4000,0.095,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba MQ01ABD032,13.99,320,0.044,5400,8,2.5,SATA 3.0 Gb/s
Kingston Fury Renegade,62.99,500,0.126,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec NX-2280,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Verbatim Vi5000,127.59,2000,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,71.98,512,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial T710,429.99,4000,0.107,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Kingston A2000,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 670p,91.9,1000,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4,99.99,1000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Red Pro,319.99,18000,0.018,7200,512,3.5,SATA 6.0 Gb/s
Silicon Power P34A60,27.15,256,0.106,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot Viper VP4300,123.99,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 CORE XT,143.06,2000,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS900,99.99,2000,0.05,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X18,299,16000,0.019,7200,256,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,249,2000,0.124,SSD,2048,2.5,SATA 6.0 Gb/s
Western Digital Black,112.99,4000,0.028,7200,64,3.5,SATA 6.0 Gb/s
Samsung 970 Pro,399.99,1000,0.4,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
Samsung 960 Pro,689.95,2000,0.345,SSD,2048,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A55,21.99,256,0.086,SSD,,2.5,SATA 6.0 Gb/s
KingSpec NX-2280,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston NV2,,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston NV1,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,44.99,1000,0.045,5400,64,3.5,SATA 6.0 Gb/s
ADATA MARS 980 BLADE,177.99,2000,0.089,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Sabrent Rocket 4 Plus,499.99,4000,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Surveillance HDD,290.6,8000,0.036,7200,256,3.5,SATA 6.0 Gb/s
FanXiang S500 Pro,59.84,1000,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial MX500,,4000,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 710,74.98,1000,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,93.99,2000,0.047,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk AI,439.99,24000,0.018,7200,512,3.5,SATA 6.0 Gb/s
Patriot Viper PV553,,2000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
ADATA LEGEND 900,139.99,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Asus ROG Strix SQ7,,1000,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Lexar EQ790,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland QN450,119.99,2000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA G2,143.05,2000,0.072,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 970 Evo,259,2000,0.13,SSD,2048,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,49,250,0.196,SSD,,2.5,SATA 6.0 Gb/s
Kingston NV1,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM610PRO,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SK Hynix Gold P31,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P5 Plus,103.92,500,0.208,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Acer FA100,59.99,1000,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP33 PRO,40.99,512,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,119.99,2000,0.06,SSD,,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,48.97,1000,0.049,10000,64,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,30,500,0.06,7200,16,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,1000,,5400,64,3.5,SATA 6.0 Gb/s
Lexar NQ780,61.49,1000,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen4,149.99,1000,0.15,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C930,121.99,2000,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Timetec 35TTQNM2SATA,,512,,SSD,,M.2-2280,M.2 SATA
Toshiba MG08,299,16000,0.019,7200,512,3.5,SATA 6.0 Gb/s
Seagate FireCuda 530,139.99,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,35.99,1000,0.036,5400,16,2.5,SATA 6.0 Gb/s
Samsung PM893,899.99,7680,0.117,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 CORE XT R2,129.99,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 850 Pro,169.99,256,0.664,SSD,,2.5,SATA 6.0 Gb/s
HP Y6P08AA,,2000,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 960 Evo,146.03,500,0.292,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD_BLACK,,1000,,7200,64,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,67.18,1000,0.067,5400,128,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,119.99,6000,0.02,5400,256,3.5,SATA 6.0 Gb/s
MSI SPATIUM M580 FROZR,549.99,4000,,SSD,8192,M.2-2280,M.2 PCIe 5.0 X4
Inland TN320,35.99,512,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2230,54.99,1000,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 905P,4500,1500,3,SSD,,2.5,U.2
KIOXIA EXCERIA PRO,103.69,1000,0.104,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,273.99,10000,0.027,7200,256,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S60 Blade,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate EXOS Enterprise,91,4000,0.023,7200,128,3.5,SATA 6.0 Gb/s
Kingston NV2,229.77,4000,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530R,79.99,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO LPX,94.99,1000,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA PRO,169.31,2000,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SanDisk SSD PLUS,39.5,480,0.082,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN8100 w/Heatsink,,4000,,SSD,4096,M.2-2280,M.2 PCIe 5.0 X4
Toshiba DT01ACA200,,2000,,7200,64,3.5,SATA 6.0 Gb/s
Solidigm P44 Pro,252,2000,0.126,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel 750,2488.87,1200,2.074,SSD,,PCIe,PCIe x4
Corsair MP600 Force Series Gen4,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO LPX,159.99,2000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Blue,104.99,6000,0.017,5400,256,3.5,SATA 3.0 Gb/s
Corsair MP600 PRO LPX,909.99,8000,0.114,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte Gen3 2500E,65.36,500,0.131,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P310 w/Heatsink,78.98,1000,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SK Hynix Platinum P41,58.09,500,0.116,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,44.99,120,0.375,SSD,,2.5,SATA 6.0 Gb/s
Orico O7000,59.49,1000,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X16,389,16000,0.024,7200,256,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,1000,,5900,64,3.5,SATA 6.0 Gb/s
Patriot P210,52.99,1000,0.053,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX8200 Pro,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar Professional NM1090 PRO,154.51,1000,0.155,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Silicon Power US75,219.99,4000,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi550,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 5,189.99,1000,0.19,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP GX2,32.99,512,0.064,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE Z44A7,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC600,61.87,512,0.121,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X22,1034.71,22000,0.047,7200,512,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,235.31,12000,0.02,7200,256,3.5,SATA 6.0 Gb/s
Patriot P320,15.99,128,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot Viper VP4300,94.99,1000,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland TN450,62.99,1000,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba HDD2J92,,640,,5400,8,2.5,SATA 3.0 Gb/s
TEAMGROUP T-FORCE G70 PRO Graphene,279.99,4000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance,,4000,,7200,256,3.5,SATA 6.0 Gb/s
Western Digital SN530,49.95,512,0.098,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Plus,79.98,2000,0.04,5400,64,3.5,SATA 6.0 Gb/s
Samsung 840 Evo,151.44,250,0.606,SSD,,2.5,SATA 6.0 Gb/s
Toshiba S300,115.57,4000,0.029,5400,256,3.5,SATA 6.0 Gb/s
PNY CS2230,44.99,500,0.09,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750 SE,61.97,500,0.124,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Evo,,250,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
FanXiang S880,245.98,4000,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T710,229.99,2000,0.115,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP T-Force Delta Max White RGB Lite,58.99,1000,0.059,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Gold,449.99,22000,0.02,7200,512,3.5,SATA 6.0 Gb/s
Lexar Professional NM1090 PRO,214.49,2000,0.107,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Blue,149.99,8000,0.019,5640,128,3.5,SATA 6.0 Gb/s
Crucial T705 W/Heatsink,152.99,1000,0.153,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP MS30,21.99,256,0.086,SSD,,M.2-2280,M.2 SATA
Silicon Power P34A60,21.99,128,0.172,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force GC PRO,379.99,4000,0.095,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP600 CORE XT R2,68.5,1000,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S660,122.54,2000,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P310 w/Heatsink,144.99,2000,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Ultimate SU650,24.41,240,0.102,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda Q5,69.98,1000,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 980 Pro,,250,,SSD,512,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Acer Predator GM7,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power SU128GBSS3A55S25AE,,128,,SSD,,2.5,SATA 6.0 Gb/s
Patriot P220,18.98,256,0.074,SSD,,2.5,SATA 6.0 Gb/s
SK Hynix Gold P31,229.98,2000,0.115,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU800,57.87,512,0.113,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S70 Blade,,8000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SanDisk SSD PLUS,44.99,500,0.09,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston SSDNow V300,76.17,120,0.635,SSD,,2.5,SATA 6.0 Gb/s
Solidigm P44 Pro,149.85,1000,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,86.99,4000,0.022,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC560,479.65,22000,0.022,7200,512,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,249.99,14000,0.018,7200,256,3.5,SATA 6.0 Gb/s
